/stvr/probabilistic-coupling-experiment/datacollection
Archive:  mockito.zip
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.progress.SequenceNumber.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.answers.AnswerReturnValuesAdapter.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.InstanceOf.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.AtLeast.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.ListUtil.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.MockitoAnnotations$Mock.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.VerificationInOrderFailure.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.Mockito.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.Matchers.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.MockName.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.Invocation.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.Only.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.runners.VerboseMockitoJUnitRunner.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.And.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Same.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.RegisteredInvocations.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.junit.ArgumentsAreDifferent.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.AtMost.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Matches.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.SerializableMockitoMethodProxy.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.MockitoMethod.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.AllInvocationsFinder$SequenceNumberComparator.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.runners.ConsoleSpammingMockitoJUnitRunner$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.MockSettingsImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Find.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.MethodInterceptorFilter.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.EqualsWithDelta.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.progress.MockingProgress.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.JUnit45AndHigherRunnerImpl$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.stubbing.DeprecatedOngoingStubbing.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.reporting.SmartPrinter.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.MockUtil.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.MockitoStubber.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.answers.AnswersValidator.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.checkers.NumberOfInvocationsChecker.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.stubbing.Stubber.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.jmock.SearchingClassLoader.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.progress.ArgumentMatcherStorageImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.InvocationsFinder$RemoveNotMatching.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.JUnit44RunnerImpl$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.exceptions.base.ConditionalStackTraceFilter.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.RemoveFirstLine.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.BaseStubbing.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.Reporter.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.debugging.Location.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.configuration.DefaultAnnotationEngine.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.RegisteredInvocations$RemoveToString.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.ObjectMethodsGuru.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.apachecommons.ReflectionEquals.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.progress.MockingProgressImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.progress.HandyReturnValues.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.defaultanswers.GloballyConfiguredAnswer.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.debugging.WarningsPrinterImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.misusing.WrongTypeOfReturnValue.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.ArgumentCaptor.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.RunnerImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.VarargMatcher.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.Decamelizer.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.GreaterThan.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.LocalizedMatcher.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.CreationValidator.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.jmock.ClassImposterizer$3.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.misusing.InvalidUseOfMatchersException.matrix  
Ba-dua report is in the right place.
[Mockito 35b] Jaguar DUA coverage
Analyzing /stvr/probabilistic-coupling-experiment/datacollection/coverage/Mockito/mockito/35b/jaguar
org.mockito.internal.stubbing.StubbedInvocationMatcher
- BA-DUA covered: 8, Jaguar covered: 7
DUA coverage for project Mockito
Total of DUAs (calculated by BA-DUA): 2925
Covered DUAs by Jaguar: 2359, coverage perc: 80.65
Mockito:35b:Jaguar coverage perc: 80.65
